Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age_on_2024,Spent,AcceptedCmp
4,5,28440,1,0,38,1,24,0,0,0,1,2,0,3,8,0,50,63,0
4,5,64504,1,2,986,36,168,16,0,108,7,11,3,4,7,1,71,1314,0
3,5,33564,0,1,61,0,3,0,0,7,1,1,1,3,5,0,58,71,0
2,3,17345,1,0,4,9,16,17,0,12,2,2,1,2,8,0,46,58,0
4,3,56320,0,1,201,53,172,116,77,83,3,5,4,9,4,0,57,702,0
2,4,28647,1,0,19,8,29,0,12,26,1,2,2,2,7,1,46,94,1
1,4,15038,1,0,4,8,11,19,12,26,2,2,1,2,9,0,37,80,0
4,2,32173,0,1,18,0,2,0,0,2,1,1,0,3,4,0,66,22,0
0,5,68316,0,1,806,80,161,120,11,33,5,10,7,10,6,0,60,1211,0
2,5,74538,0,0,380,98,733,110,112,28,1,8,8,5,3,1,53,1461,1
2,4,91700,0,0,576,172,961,125,115,19,1,8,6,5,3,1,53,1968,0
2,5,68695,0,0,458,81,356,106,50,40,1,4,4,7,2,0,55,1091,0
0,3,31056,1,0,5,10,13,3,8,16,1,1,0,3,8,0,47,55,0
2,3,79593,0,0,350,60,568,110,133,145,1,5,6,7,2,0,51,1366,1
2,4,28071,0,0,39,33,130,41,26,44,2,5,1,5,8,0,44,313,0
4,5,37334,1,1,26,1,16,2,2,15,4,3,0,4,4,0,66,62,0
3,4,46423,1,1,68,0,16,0,0,8,3,2,0,4,7,0,52,92,0
4,3,37126,1,0,45,3,9,4,4,7,1,1,2,2,6,1,53,72,1
2,3,47703,0,1,359,0,134,13,26,123,4,6,3,8,5,0,71,655,0
2,3,61180,0,1,403,24,29,6,24,218,2,5,5,6,3,0,65,704,1
2,3,38998,1,1,34,1,14,0,0,5,3,2,0,3,8,0,70,54,0
2,4,8028,0,0,73,18,66,7,12,2,15,0,1,0,19,0,33,178,0
2,5,76081,0,0,292,30,415,63,33,200,1,4,5,4,2,0,62,1033,1
2,5,34728,1,0,14,0,16,0,0,6,1,1,1,2,6,1,38,36,0
3,4,33168,0,1,80,1,37,0,1,3,3,2,1,4,7,0,59,122,0
3,3,33585,0,1,30,11,33,13,6,29,1,2,0,4,4,0,58,122,0
4,3,77037,0,1,463,96,333,168,53,10,1,7,7,12,3,0,64,1123,0
2,5,35196,1,0,75,12,141,43,39,187,6,6,1,5,8,1,40,497,0
2,3,44529,0,1,538,13,91,17,6,26,6,6,2,11,5,0,58,691,1
0,3,70924,0,0,635,114,254,132,152,76,1,6,6,7,3,0,59,1363,1
4,5,28764,1,1,8,0,3,0,0,1,1,1,0,2,8,0,58,12,1
4,3,69098,0,0,1315,22,780,145,0,178,1,7,8,9,5,0,75,2440,0
0,2,25959,1,1,4,2,12,7,5,26,2,1,2,2,6,1,54,56,0
3,3,27100,1,0,12,0,13,2,0,10,1,1,0,3,7,0,41,37,0
2,4,70596,0,0,347,44,534,17,0,26,1,3,5,12,2,0,39,968,0
2,3,42557,0,1,192,5,53,0,5,15,4,6,1,4,8,0,50,270,0
4,3,53312,0,0,241,0,12,0,0,25,1,5,1,5,7,0,73,278,0
2,4,72228,0,0,631,28,491,30,14,56,1,6,7,8,3,0,72,1250,0
2,5,67605,0,0,336,28,282,184,54,54,1,2,8,6,1,0,37,938,0
3,3,62845,1,1,1099,0,45,0,0,34,11,3,4,10,8,0,75,1178,1
2,5,65196,0,2,743,19,181,12,0,200,2,7,6,11,5,0,66,1155,1
4,4,42000,0,0,124,83,267,85,59,35,2,5,2,11,5,1,37,653,0
4,2,35860,1,1,15,0,8,4,2,20,2,1,1,2,5,0,51,49,1
4,3,65526,0,1,397,19,69,12,0,9,1,4,4,8,2,0,60,506,0
2,3,16860,1,1,10,4,4,3,3,14,3,1,1,3,7,0,63,38,0
2,4,83528,0,0,530,117,678,134,44,147,1,4,10,8,1,1,32,1650,2
0,2,64176,0,1,1215,33,249,64,116,149,8,8,9,8,6,0,59,1826,0
2,2,22304,0,0,3,2,7,0,4,2,1,1,0,2,8,0,68,18,0
2,3,67023,0,0,444,44,382,11,8,17,1,3,7,13,2,0,46,906,0
4,5,32892,1,0,26,0,15,2,1,2,2,3,0,3,8,0,53,46,0
2,5,70713,0,1,736,114,279,82,76,190,6,5,6,8,3,0,58,1477,0
2,5,59925,0,1,473,21,176,19,21,56,3,9,2,9,6,0,69,766,0
2,3,39722,0,1,32,0,5,2,0,8,2,2,0,3,5,0,71,47,0
2,5,46610,0,0,288,10,30,4,10,125,1,6,1,6,6,0,66,467,0
2,5,88347,0,0,1050,178,555,77,138,118,1,4,7,9,1,0,63,2116,1
4,3,87171,0,0,1001,44,107,58,44,44,1,6,7,11,2,0,43,1298,2
0,5,26907,1,1,9,1,7,0,3,2,2,1,0,3,7,0,48,22,0
3,4,50014,1,0,234,14,77,19,10,42,2,4,1,8,5,0,56,396,0
4,3,41014,1,0,7,2,6,2,0,3,1,1,0,2,7,0,46,20,0
2,4,66294,0,0,251,108,334,65,92,117,1,4,3,5,2,0,59,967,0
2,3,36715,1,0,172,10,125,21,13,16,6,7,2,4,9,1,53,357,0
2,3,79456,0,0,565,42,548,64,83,99,1,5,6,4,3,1,68,1401,0
2,5,40479,1,0,5,0,8,2,0,0,1,0,0,3,4,0,42,15,0
3,4,75345,0,0,918,57,842,99,38,133,1,5,8,6,3,1,54,2087,1
2,3,54233,0,1,652,8,158,21,0,142,4,11,6,5,8,0,47,981,0
2,4,24163,1,1,4,1,7,2,1,2,2,1,0,3,4,0,54,17,0
4,5,84460,0,0,152,27,103,106,54,81,0,9,9,4,5,1,66,523,4
2,5,43776,1,0,8,0,9,2,1,3,1,1,0,2,6,0,41,23,0
4,4,71691,0,0,336,130,411,240,32,43,1,4,7,5,2,1,66,1192,0
4,3,85844,0,0,938,19,843,25,95,38,1,6,6,7,2,0,51,1958,1
4,4,39190,1,0,68,8,18,19,8,12,2,2,1,4,5,0,50,133,0
2,5,71367,0,0,227,23,389,42,21,75,1,4,5,7,2,0,65,777,0
4,4,38578,1,1,38,4,22,3,3,3,3,3,0,3,8,0,52,73,0
4,3,57236,1,1,105,0,9,2,1,4,3,2,1,4,3,0,59,121,0
2,4,61825,0,1,162,50,100,55,30,27,1,4,2,8,4,0,45,424,0
2,2,79803,0,1,574,8,216,21,16,33,1,4,3,5,1,0,66,868,0
0,4,80910,0,0,160,80,369,67,39,41,1,3,3,8,1,0,38,756,0
3,5,27590,1,0,6,0,5,0,0,1,1,1,0,2,7,0,42,12,0
2,3,56775,0,1,614,35,160,58,35,35,2,5,8,10,5,0,45,937,0
2,2,83829,0,0,897,161,430,186,161,27,0,4,7,6,1,1,49,1862,3
0,3,54210,0,1,70,54,109,80,9,45,2,4,1,7,5,0,45,367,0
2,3,38508,1,0,120,19,206,25,19,54,6,7,2,5,8,0,38,443,0
2,5,53187,1,0,211,2,30,7,7,10,2,4,1,6,5,0,54,267,0
2,3,30023,1,0,11,0,16,7,6,21,1,2,0,3,8,0,52,61,0
4,4,76045,0,0,760,53,400,17,93,0,1,4,5,11,2,0,64,1323,1
4,3,50870,0,1,53,0,8,0,0,2,1,2,0,3,5,0,72,63,0
0,3,15315,0,0,7,4,13,15,8,17,2,2,0,4,5,0,54,64,0
0,3,65463,1,0,391,32,70,21,32,16,2,6,2,9,5,0,50,562,1
2,3,66480,1,1,199,9,57,20,21,6,7,4,1,7,4,0,59,312,0
2,2,76773,0,0,516,56,449,86,33,16,1,2,2,11,1,0,70,1156,0
0,4,81698,0,0,709,45,115,30,160,45,1,8,2,5,5,1,41,1104,1
4,4,54466,1,1,12,0,4,0,0,0,1,1,0,2,5,0,51,16,0
3,4,98777,0,0,1000,19,711,125,115,38,0,4,6,9,1,0,64,2008,1
4,4,16269,1,0,19,3,18,3,1,0,3,3,0,3,8,0,40,44,0
2,5,71819,0,1,1224,28,140,0,14,168,3,3,3,5,6,0,53,1574,2
4,3,33569,1,0,16,2,18,3,0,24,1,1,1,2,8,1,41,63,1
3,3,36262,0,0,88,39,54,64,28,153,1,3,5,3,6,1,41,426,1
1,5,22634,0,0,2,23,11,8,6,46,1,2,1,2,8,0,58,96,0
0,3,47025,0,1,508,11,59,23,5,29,5,11,1,6,9,0,46,635,0
2,4,70566,0,1,381,28,215,84,28,21,2,6,5,9,3,0,56,757,0
4,3,31605,1,0,74,0,42,2,1,6,2,2,1,4,7,0,45,125,0
3,2,52034,1,1,146,0,93,7,13,73,5,4,2,5,7,0,51,332,0
2,4,48526,1,0,23,17,23,43,20,9,1,2,1,4,3,0,45,135,0
2,3,46734,0,1,110,5,137,26,23,29,2,6,1,5,7,0,70,330,0
2,2,39552,1,1,165,3,147,4,24,41,7,6,2,5,8,1,62,384,0
2,4,86358,1,1,957,47,494,82,47,95,4,5,3,6,8,0,58,1722,0
2,5,46931,2,1,41,0,17,3,1,16,2,1,1,3,3,0,47,78,0
1,4,16581,0,0,1,3,4,2,3,11,1,0,0,3,4,0,39,24,0
0,2,63998,0,0,176,29,818,0,33,112,1,7,6,11,4,1,72,1168,0
3,3,67381,0,1,815,8,53,11,0,70,4,2,2,9,7,0,73,957,1
2,4,25930,1,1,6,1,2,2,0,4,1,1,0,2,7,0,57,15,0
2,3,42693,1,0,8,4,20,6,3,16,1,1,0,3,5,0,46,57,0
2,5,85606,0,1,717,42,864,219,30,84,2,6,7,9,3,0,48,1956,1
2,4,72903,0,0,1067,138,750,0,19,39,1,7,5,8,4,1,39,2013,3
0,5,49669,1,0,166,5,107,11,8,29,2,5,1,6,6,0,50,326,0
4,3,36778,1,1,29,4,34,2,4,4,3,3,0,3,9,0,56,77,0
4,2,85696,0,0,714,76,395,116,0,12,1,4,6,9,1,1,62,1313,0
3,2,10979,0,0,8,4,10,2,2,4,2,3,0,3,5,0,35,30,0
2,3,49678,0,1,229,5,56,3,2,20,2,6,2,4,7,0,63,315,0
3,5,56129,0,1,320,48,133,39,72,48,4,6,2,10,4,0,71,660,0
2,3,37155,1,0,23,0,26,7,15,3,1,2,0,4,5,0,35,74,0
0,2,21282,1,0,1,5,8,4,8,20,2,2,1,2,6,0,46,46,0
4,4,33419,0,1,56,0,12,0,0,18,2,2,0,4,7,0,62,86,0
2,6,63285,0,0,508,124,249,50,38,134,1,6,5,13,3,0,79,1103,0
3,5,21255,1,0,29,0,25,2,2,3,4,2,1,4,4,0,50,61,0
2,5,42162,1,0,46,7,59,2,4,27,2,3,1,3,6,1,43,145,1
2,5,54450,1,1,454,0,171,8,19,32,12,9,2,8,8,0,68,684,0
4,3,57744,0,1,350,3,39,0,0,19,2,9,1,4,8,0,70,411,0
2,4,26576,1,0,10,0,8,0,0,9,1,1,0,2,9,1,38,27,1
4,6,57513,0,0,735,40,183,52,20,30,2,9,3,13,6,0,81,1060,0
2,5,68142,0,1,897,126,196,91,112,37,3,10,4,7,6,0,60,1459,0
2,3,7500,0,1,5,2,3,3,0,5,1,1,0,2,8,0,45,18,0
2,5,83145,0,0,777,35,731,39,137,114,1,5,9,11,2,1,50,1833,1
3,3,54197,0,1,162,6,37,6,13,13,2,1,3,6,1,0,64,237,0
4,4,23091,1,1,35,0,11,0,0,2,4,2,1,3,7,0,61,48,0
2,3,46049,1,1,342,9,112,19,14,19,10,5,2,9,7,1,48,515,0
2,5,56715,0,0,258,105,239,237,172,9,1,7,3,4,4,0,50,1020,0
2,3,79410,0,0,658,80,483,123,13,13,1,3,2,5,1,0,63,1370,0
2,3,57304,0,1,356,80,329,138,17,106,2,7,6,10,5,0,73,1026,0
2,3,44375,0,1,213,5,28,7,7,41,1,4,1,6,5,0,59,301,0
2,5,54450,1,1,454,0,171,8,19,32,12,9,2,8,8,0,68,684,0
2,3,59594,0,1,457,4,29,0,0,9,1,8,1,7,7,0,59,499,1
2,5,80685,0,0,241,45,604,34,26,54,1,6,4,10,2,0,30,1004,0
4,3,40344,0,1,210,0,6,0,0,2,2,4,1,5,7,0,50,218,0
2,3,62710,0,1,441,35,83,7,29,11,4,4,2,12,4,0,52,606,0
0,3,48985,0,1,19,13,18,10,7,8,1,1,1,3,3,0,56,75,0
2,5,35322,1,2,28,9,37,12,7,13,3,2,0,4,8,0,56,106,0
2,3,77142,0,0,476,75,162,29,151,97,1,4,4,8,2,0,76,990,0
2,4,81657,0,0,364,40,425,158,60,50,1,3,4,8,1,0,55,1097,0
1,3,14421,0,0,0,0,2,3,3,8,1,1,0,2,5,0,28,16,1
0,3,20130,0,0,0,6,3,7,6,12,1,1,0,3,8,0,50,34,0
4,3,74214,0,0,863,83,547,86,99,33,1,8,2,5,5,0,34,1711,0
3,3,66726,1,1,349,7,35,0,0,47,3,8,2,4,7,0,67,438,1
1,5,23724,1,0,5,23,15,0,18,14,2,2,0,3,8,0,45,75,0
3,3,47353,0,1,184,2,19,8,8,4,3,2,2,6,5,0,64,225,0
3,3,33444,1,1,8,0,8,0,0,2,1,1,0,2,8,0,72,18,0
2,3,54386,0,1,277,21,64,62,21,25,2,3,2,10,3,0,43,470,0
2,2,28510,1,1,44,5,19,0,4,19,3,2,0,4,5,0,43,91,0
3,4,90638,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,33,2525,1
2,5,48070,0,1,373,14,83,6,9,19,3,8,2,6,7,0,74,504,0
2,3,43140,0,1,134,8,76,6,0,11,1,4,1,5,6,0,67,235,0
4,2,54959,0,1,1148,0,60,0,0,24,3,9,5,4,7,1,63,1232,1
1,4,15056,1,1,6,12,3,21,6,40,5,2,2,3,5,0,66,88,0
2,4,26954,1,0,4,1,11,0,0,1,1,1,0,2,7,0,53,17,0
2,4,22327,1,0,5,4,8,2,0,5,1,1,0,3,5,0,39,24,0
2,3,44393,1,1,24,2,20,2,2,10,2,1,0,4,4,0,59,60,0
4,4,62000,0,1,899,0,101,0,0,20,1,6,6,13,4,0,72,1020,1
4,5,31497,0,1,108,1,28,13,1,4,2,3,1,4,8,0,62,155,0
0,3,45894,0,2,27,2,7,0,2,13,1,1,0,3,5,0,50,51,0
3,2,78579,0,0,816,66,549,216,66,99,1,5,6,4,3,1,54,1812,0
3,6,67369,0,1,1298,0,70,37,14,42,4,7,4,10,4,1,55,1461,2
2,2,58401,0,1,10,0,11,17,29,29,1,1,2,2,4,0,64,96,0
2,4,62307,0,1,87,13,34,10,6,10,1,4,0,4,5,0,72,160,0
3,3,43641,1,1,57,2,51,4,2,23,3,2,1,4,6,0,55,139,0
3,2,63841,0,1,635,15,100,20,7,131,1,9,3,9,6,0,56,908,0
0,3,46891,0,1,43,12,23,29,15,61,1,2,1,4,4,0,59,183,0
3,3,70091,1,0,964,34,137,15,0,11,2,5,2,10,8,0,55,1161,1
4,3,78075,0,0,572,8,259,34,35,80,1,3,5,5,1,0,52,988,0
0,6,59184,0,1,341,142,113,259,151,66,3,6,6,12,5,0,63,1072,0
2,3,54809,1,1,63,6,57,13,13,22,4,2,1,5,4,0,47,174,0
2,3,58113,0,1,221,104,169,102,78,84,3,9,2,8,7,0,65,758,0
3,3,51412,0,1,140,3,29,4,5,14,2,3,2,4,4,0,66,195,0
2,2,15287,1,0,1,2,8,4,3,13,2,1,1,2,7,1,45,31,1
3,5,66636,0,0,291,10,689,84,10,0,1,3,4,9,1,0,67,1084,0
3,3,50965,0,1,544,13,85,8,6,29,3,10,4,5,8,0,68,685,1
4,3,84618,0,0,684,100,801,21,66,0,1,6,9,10,2,0,59,1672,1
2,3,18351,0,0,1,12,9,0,14,7,1,2,0,3,7,0,34,43,0
4,5,40451,0,2,35,0,4,0,0,10,1,1,1,2,5,0,67,49,1
2,5,36317,0,1,87,3,25,3,2,13,2,3,0,4,7,0,59,133,0
2,5,42213,0,1,309,3,24,4,3,20,2,5,1,7,7,0,67,363,1
2,5,65748,0,1,172,73,93,95,78,34,2,2,4,10,1,0,69,545,0
2,5,77044,0,1,625,38,242,50,34,76,2,7,11,11,4,0,52,1065,1
2,5,74918,0,0,972,59,913,25,19,59,1,5,9,6,3,0,55,2047,1
2,3,56721,1,1,157,6,39,6,13,75,5,4,1,5,6,0,52,296,0
2,4,42160,1,1,48,9,45,3,15,20,4,2,1,4,6,1,49,140,0
2,4,61559,0,1,279,83,88,32,14,34,1,4,2,10,3,0,59,530,0
4,5,33629,1,1,132,0,16,0,0,4,5,3,1,4,9,0,61,152,0
4,5,68682,0,0,919,0,505,99,30,45,1,4,9,10,2,0,33,1598,0
2,4,34377,0,1,62,0,22,3,1,26,2,2,2,2,7,0,61,114,0
1,4,8940,1,0,1,45,3,4,6,42,3,3,1,3,8,0,38,101,0
2,3,26228,1,0,2,6,4,3,1,9,1,1,0,2,8,0,51,25,0
0,2,77297,0,0,408,61,109,48,122,41,1,5,7,9,4,0,67,789,1
2,3,40211,1,1,51,1,7,2,1,25,2,2,1,2,8,0,43,87,1
4,6,33438,1,1,62,1,16,3,2,6,4,2,1,4,5,0,66,90,0
4,3,75032,0,1,952,12,180,47,12,12,2,5,4,9,3,0,65,1215,0
4,4,61284,0,0,618,15,106,20,7,45,1,11,2,8,6,0,69,811,1
2,3,22518,1,0,11,7,12,2,2,27,2,2,1,2,5,1,38,61,1
3,3,54730,0,1,318,3,17,4,7,56,5,4,1,8,4,0,49,405,0
3,3,38452,1,1,56,0,14,0,0,2,3,3,0,3,7,0,69,72,0
2,2,44421,1,1,110,5,59,7,1,7,5,5,0,4,8,0,53,189,0
4,5,38197,1,0,23,0,11,2,1,3,1,1,0,3,5,0,38,40,0
2,2,41986,0,1,27,5,8,8,3,12,3,3,0,4,4,0,46,63,0
2,5,28427,1,0,18,3,19,3,3,6,2,2,0,3,8,0,41,52,0
4,5,37395,1,0,18,0,9,0,1,11,1,1,0,3,6,0,48,39,0
2,3,64722,1,0,303,0,280,60,147,15,4,8,2,11,6,0,53,805,0
3,5,55249,0,1,97,1,19,2,0,11,1,2,1,4,3,0,68,130,0
2,5,84906,0,0,997,15,414,99,30,76,1,5,6,12,2,0,52,1631,3
2,3,28691,1,0,5,4,13,8,0,4,1,1,0,3,8,0,35,34,0
2,4,44213,1,1,95,11,35,0,4,7,4,2,1,5,6,0,72,152,0
1,4,25707,1,0,1,6,2,3,6,3,1,1,0,3,7,0,40,21,0
4,3,59062,2,1,46,1,12,3,0,9,2,2,0,3,4,0,57,71,0
2,4,76624,0,1,411,106,147,54,115,66,1,5,10,7,1,0,62,899,1
3,5,66000,0,0,244,51,270,101,0,45,1,1,3,5,1,0,77,711,0
4,5,27683,1,0,152,9,121,12,12,45,4,6,2,4,8,0,46,351,0
2,2,1730,0,0,1,1,3,1,1,1,15,0,0,0,20,0,53,8,0
1,4,7500,1,0,10,17,18,8,26,40,4,3,2,2,9,0,32,119,0
2,5,40521,1,1,12,0,5,0,0,4,1,0,1,2,5,0,56,21,0
4,5,20427,1,0,5,0,4,0,0,1,1,1,0,2,8,0,51,10,0
2,3,65106,0,1,790,19,133,12,0,19,3,8,3,13,6,0,49,973,1
4,3,69969,0,0,882,29,514,38,29,44,1,4,2,6,3,1,59,1536,2
2,3,67433,0,2,615,28,259,12,48,30,4,6,5,13,4,0,72,992,1
4,3,77766,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,57,1529,1
2,3,74716,0,1,133,27,421,13,195,71,2,7,3,5,4,0,52,860,0
2,2,68118,0,1,595,23,123,10,23,154,2,8,9,4,6,0,61,928,0
4,3,55158,1,1,293,0,87,4,11,23,4,7,2,5,7,1,54,418,0
0,3,62972,0,1,313,15,47,20,0,192,2,7,4,3,6,1,69,587,0
2,3,74190,0,1,151,81,86,168,91,64,2,4,2,11,2,0,49,641,0
2,3,39356,1,1,15,0,2,0,0,6,1,1,0,2,6,0,48,23,1
2,5,76653,0,0,736,63,946,219,189,126,1,4,7,11,2,0,55,2279,2
4,2,35860,1,1,15,0,8,4,2,20,2,1,1,2,5,0,51,49,1
4,2,90687,0,0,982,17,672,23,34,51,1,6,2,8,2,1,41,1779,1
3,5,73450,0,0,1142,51,415,90,69,37,1,7,8,11,3,0,42,1804,2
2,3,31454,1,1,28,0,11,0,0,9,3,2,0,3,8,0,64,48,0
2,4,47139,1,1,46,0,12,0,2,23,2,2,1,2,7,1,72,83,0
2,2,83829,0,0,897,161,430,186,161,27,0,4,7,6,1,1,49,1862,3
4,3,53378,1,1,489,6,152,8,6,132,10,9,4,6,8,1,61,793,0
2,5,19656,1,0,25,4,9,6,8,32,3,2,1,3,7,0,54,84,0
4,3,45579,0,1,145,1,33,2,1,1,1,4,1,4,6,0,76,183,0
0,4,85485,0,0,630,26,611,44,18,54,1,6,6,6,2,0,66,1383,0
2,3,55956,0,0,760,38,104,50,9,38,2,7,3,4,4,0,80,999,1
3,4,64191,0,1,420,15,186,151,38,15,3,5,3,13,3,0,61,825,0
2,4,38808,1,0,125,17,52,3,19,30,4,5,1,4,8,1,52,246,1
3,3,57183,1,1,464,5,64,7,0,70,8,9,1,7,8,0,58,610,0
3,2,23748,1,0,6,6,29,12,15,8,3,2,1,3,8,0,56,76,0
2,3,66303,0,1,1090,12,96,16,12,60,4,3,4,11,8,0,53,1286,1
3,3,37368,1,0,3,2,11,2,2,10,1,1,0,2,6,0,49,30,1
2,3,40800,1,2,24,0,27,8,30,10,2,3,0,3,7,0,60,99,0
2,2,71847,0,0,737,21,106,55,63,210,0,6,7,9,3,0,46,1192,1
2,3,46149,0,1,254,6,71,4,0,27,5,5,1,7,5,0,49,362,0
2,5,78687,0,0,817,185,687,145,55,241,1,4,6,8,2,1,41,2130,1
0,2,49118,0,0,620,54,239,99,98,119,2,9,7,10,7,1,53,1229,2
4,3,37633,1,1,13,4,20,0,0,1,2,1,0,3,9,0,67,38,0
3,5,39767,0,0,113,61,204,34,26,47,2,7,1,7,8,0,73,485,0
1,3,26997,0,0,7,23,78,133,49,144,2,4,2,5,7,0,73,434,0
2,2,33986,1,0,16,2,18,2,1,5,1,1,0,3,7,0,54,44,0
4,3,57091,0,1,462,0,24,6,0,4,2,9,2,5,7,1,52,496,1
0,3,46831,1,1,22,2,10,6,4,34,2,1,2,2,4,0,55,78,0
3,3,83151,0,0,968,147,842,137,42,210,1,5,7,10,2,1,52,2346,3
2,3,52531,0,0,283,112,151,51,72,125,2,7,2,10,6,0,53,794,0
2,3,15759,0,0,1,2,5,6,0,3,1,1,0,2,7,0,68,17,0
2,4,22804,1,0,14,1,7,2,1,1,1,2,0,2,9,0,53,26,0
0,3,43050,1,0,30,5,24,6,3,8,2,2,0,4,5,0,51,76,0
4,4,42997,1,1,4,0,5,0,1,5,1,1,0,2,7,0,47,15,0
4,4,48918,1,1,52,0,9,0,0,1,2,1,0,4,4,0,61,62,0
3,5,60033,0,1,62,1,57,19,11,48,2,2,1,5,2,0,70,198,0
4,5,34043,1,0,20,2,14,3,0,10,1,2,0,2,9,0,46,49,0
2,5,57811,0,1,545,7,114,37,21,78,5,7,2,11,5,0,58,802,1
2,3,78569,0,0,558,79,622,207,175,95,1,4,6,4,1,1,78,1736,1
2,4,7500,1,1,6,5,4,13,4,25,4,2,1,3,6,0,46,57,0
2,5,94384,0,0,1111,24,790,160,45,172,0,5,8,5,2,1,71,2302,3
0,3,23148,0,0,4,6,8,6,3,10,1,2,0,3,7,0,39,37,0
2,2,44267,1,1,183,5,65,3,5,49,5,5,2,4,9,0,54,310,0
2,3,71626,0,0,546,72,376,94,145,72,1,5,5,8,3,0,45,1305,1
2,5,60894,0,1,606,7,155,10,0,54,5,10,3,8,7,0,58,832,0
2,5,50200,1,1,266,6,51,8,6,64,6,7,1,5,8,0,48,401,0
4,3,81051,0,0,1142,29,249,38,29,14,1,5,5,12,2,0,59,1501,2
2,3,65169,0,0,1074,0,69,0,0,46,1,10,4,13,6,1,42,1189,4
2,5,59868,0,1,771,51,154,54,10,154,7,11,2,12,6,0,52,1194,0
4,3,65695,0,1,371,32,189,0,58,6,2,5,4,10,4,0,64,656,0
3,4,64857,0,0,556,14,717,210,0,43,1,7,5,10,4,0,68,1540,0
3,5,45143,0,1,202,5,74,11,5,14,3,6,1,5,7,0,59,311,0
0,5,74805,0,1,209,162,209,41,162,37,5,4,7,10,2,0,69,820,0
0,3,59060,1,0,35,40,111,36,40,12,3,3,1,7,4,0,35,274,0
4,4,27238,1,1,37,0,17,0,0,3,3,3,0,3,9,0,62,57,0
2,5,47009,0,1,171,45,73,59,10,90,4,3,2,8,4,0,59,448,0
0,3,46094,1,1,12,2,20,3,2,5,1,1,0,3,7,0,51,44,0
2,3,40321,1,1,44,4,21,6,0,27,2,3,0,3,7,0,52,102,0
2,5,37235,1,0,20,2,9,4,6,20,1,1,1,2,4,0,40,61,0
3,3,81843,0,0,779,86,537,34,69,138,1,5,9,12,3,0,64,1643,0
3,5,46692,0,1,170,6,97,24,12,88,3,6,1,5,6,0,66,397,0
2,5,77382,0,1,491,48,231,112,105,134,2,5,7,12,1,0,56,1121,1
2,4,37774,2,0,173,8,107,7,2,176,4,7,2,3,9,1,47,473,1
1,3,18393,1,0,7,10,13,16,0,4,2,3,0,3,8,0,50,50,0
3,3,72828,0,1,1205,0,235,19,14,205,6,6,3,13,7,0,62,1678,0
2,3,24711,0,0,10,7,25,6,3,7,1,3,0,3,7,0,42,58,0
4,3,45503,1,0,97,4,44,6,1,18,1,3,1,4,5,0,49,170,0
3,4,6560,0,0,67,11,26,4,3,262,0,1,0,1,17,0,42,373,0
4,5,71604,0,0,345,53,528,98,75,97,1,8,3,5,4,1,79,1196,1
2,3,27244,1,0,6,5,17,3,24,46,2,2,2,2,7,0,45,101,0
2,3,48752,1,1,73,57,100,71,15,0,5,6,1,5,9,1,55,316,0
2,3,71434,0,1,711,36,217,172,96,168,3,7,4,7,4,0,62,1400,2
2,4,90842,0,0,774,70,118,182,187,93,1,4,9,13,1,0,76,1424,0
3,3,88097,1,0,163,0,480,0,126,75,1,6,5,8,9,1,46,844,3
2,3,51948,0,1,82,33,54,71,30,41,2,5,2,4,5,0,49,311,0
2,5,71853,0,0,358,108,413,141,97,32,1,2,8,6,1,0,42,1149,0
3,3,35876,0,0,66,2,40,4,3,14,1,3,1,3,6,0,41,129,0
2,6,40049,0,1,13,6,7,0,3,3,1,1,0,3,6,0,72,32,0
2,4,39660,1,0,139,13,78,20,13,36,3,7,1,3,9,1,42,299,0
2,5,50127,0,1,274,0,21,4,6,15,1,5,1,6,6,0,62,320,1
3,3,43263,0,1,262,6,61,0,10,102,3,5,2,6,5,0,47,441,0
3,3,62845,1,1,1099,0,45,0,0,34,11,3,4,10,8,1,75,1178,1
2,3,18929,0,0,32,0,8,23,4,18,1,1,0,4,6,0,34,85,0
1,4,24367,1,0,2,4,2,0,11,5,1,1,0,2,9,0,42,24,0
2,4,33249,1,0,6,10,21,19,14,42,2,2,1,3,6,0,49,112,0
0,3,26887,0,1,6,7,4,3,4,6,1,1,0,3,6,0,65,30,0
4,3,50150,0,0,135,46,92,65,61,11,2,5,2,7,5,0,41,410,0
2,5,62061,0,1,641,7,84,0,30,38,3,10,4,7,6,0,48,800,1
4,2,85696,0,0,714,76,395,116,0,12,1,4,6,9,1,1,62,1313,0
4,5,76542,0,0,794,73,573,0,29,14,1,4,8,10,2,0,68,1483,0
2,4,70515,0,0,420,0,452,182,64,140,1,6,6,4,2,1,31,1258,0
2,5,18227,1,0,1,2,7,4,3,11,1,0,1,2,8,0,37,28,0
2,3,69139,0,1,86,12,75,33,15,6,1,4,1,5,4,0,59,227,0
2,3,69109,0,0,823,25,459,124,29,95,1,6,6,7,4,1,42,1555,1
2,4,69627,0,1,231,161,215,171,30,53,2,8,2,11,5,0,62,861,0
2,3,38136,1,0,8,15,27,0,20,33,2,3,1,2,8,0,46,103,1
